"","name","zipcode","id","lat","lng","membership200","membership300","membership500"
"1175","Merrillville",46410,1175,41.48083,-87.33293,14,14,7
"1176","Michigan City (IN)",46360,1176,41.68739,-86.86464,14,14,7
"1177","Mishawaka Main Street",46545,1177,41.69376,-86.14602,14,14,7
"1178","Muncie",47303,1178,40.27108,-85.37648,14,14,7
"1179","New Albany",47150,1179,38.28831,-85.84775,14,14,7
"1180","Newburgh",47630,1180,37.95615,-87.35569,14,14,7
"1181","Noblesville at SR37",46060,1181,40.06616,-85.93137,14,14,7
"1182","North Greenwood (IN)",46227,1182,39.67607,-86.13145,14,14,7
"1183","Plainfield",46168,1183,39.68985,-86.39262,14,14,7
"1184","Portage Rd",46628,1184,41.72103,-86.33465,14,14,7
"1185","Purdue University",47906,1185,40.48541,-86.98584,14,14,7
"1186","Saxony & I-69",46060,1186,40.06616,-85.93137,14,14,7
"1187","Schererville (IN)",46375,1187,41.49162,-87.45193,14,14,7
"1188","South Bend",46614,1188,41.60359,-86.28064,14,14,7
"1189","South Street and Creasy",47905,1189,40.4218,-86.76418,14,14,7
"1190","Southport Road",46237,1190,39.67247,-86.0759,14,14,7
"1191","Taylor University",46989,1191,40.45056,-85.48115,14,14,7
"1192","Terre Haute",47802,1192,39.35153,-87.4106,14,14,7
"1193","The Crossing",46240,1193,39.90697,-86.12367,14,14,7
"1194","The Pyramids",46268,1194,39.89769,-86.23253,14,14,7
"1195","University of Evansville",47720,1195,38.06065,-87.64247,14,14,7
"1196","University of Notre Dame - Duncan Student Center",46556,1196,41.70198,-86.24513,14,14,7
"1197","University of Southern Indiana",47712,1197,37.92869,-87.65951,14,14,7
"1198","University Park Mall",46545,1198,41.69376,-86.14602,14,14,7
"1199","Valparaiso (IN)",46383,1199,41.45838,-87.00156,14,14,7
"1200","Veterans Parkway",47129,1200,38.31378,-85.76874,14,14,7
"1201","West Carmel (IN)",46032,1201,39.96535,-86.17104,14,14,7
"1202","West Evansville",47712,1202,37.92869,-87.65951,14,14,7
"1203","Westfield",46032,1203,39.96535,-86.17104,14,14,7
"1204","Westfield Wheeler Landing",46074,1204,40.03651,-86.17289,14,14,7
"1205","113th & Nall (KS)",66211,1205,38.92422,-94.6363,4,13,3
"1206","135th and 69 Hwy",66223,1206,38.86176,-94.66831,4,13,3
"1207","17th and Wanamaker",66604,1207,39.03875,-95.72623,4,13,3
"1208","21st & Maize",67205,1208,37.75012,-97.42317,4,4,3
"1209","97th & Metcalf (KS)",66212,1209,38.9563,-94.68154,4,13,3
"1210","Central & Rock Road",67206,1210,37.70363,-97.22461,4,4,3
"1211","Derby Marketplace",67037,1211,37.56646,-97.22095,4,4,3
"1212","Hutchinson",67501,1212,37.97989,-97.9309,4,4,3
"1213","Iowa & 27th (KS)",66046,1213,38.909,-95.21061,4,13,3
"1214","K96 & Greenwich Rd (KS)",67226,1214,37.76898,-97.21915,4,4,3
"1215","Kansas State University",66506,1215,39.19596,-96.58148,4,13,3
"1216","Lenexa",66219,1216,38.95124,-94.77807,4,13,3
"1217","Manhattan (KS)",66502,1217,39.14146,-96.52906,4,13,3
"1218","Maple & Ridge",67209,1218,37.6639,-97.43463,4,4,3
"1219","Mission Crossing",66202,1219,39.02392,-94.66909,4,13,3
"1220","Oak Park Plaza",66215,1220,38.95649,-94.74304,4,13,3
"1221","Olathe Pointe",66062,1221,38.83677,-94.78455,4,13,3
"1222","Plaza at the Speedway",66109,1222,39.16367,-94.8283,4,13,3
"1223","Salina",67401,1223,38.83554,-97.64621,4,13,3
"1224","Shawnee Mission",66203,1224,39.0216,-94.70558,4,13,3
"1225","South Topeka Blvd (KS)",66611,1225,39.01526,-95.69601,4,13,3
"1226","University of Kansas",66045,1226,38.95408,-95.26078,4,13,3
"1227","Wichita Dwight D. Eisenhower National Airport",67209,1227,37.6639,-97.43463,4,4,3
"1228","Wichita State University",67260,1228,37.71931,-97.2935,4,4,3
"1229","Ashland",41101,1229,38.47392,-82.65045,14,14,7
"1230","Bardstown Road",40218,1230,38.19036,-85.65698,14,14,7
"1231","Blankenbaker",40299,1231,38.16319,-85.51613,14,14,7
"1232","Campbell Lane",42104,1232,36.87718,-86.45233,1,1,1
"1233","Campbellsville University",42718,1233,37.38994,-85.37561,14,14,1
"1234","Cincinnati-Northern Kentucky International Airport",41048,1234,39.08366,-84.70585,14,14,7
"1235","Danville [KY]",40422,1235,37.64235,-84.80488,14,14,1
"1236","Dixie Hwy (KY)",40258,1236,38.14514,-85.87253,14,14,7
"1237","Eastern Kentucky University",40475,1237,37.7635,-84.30828,14,14,1
"1238","Fayette Mall",40503,1238,38.0047,-84.53434,14,14,1
"1239","Fort Wright",41017,1239,39.02893,-84.56177,14,14,7
"1240","Frankfort (KY)",40601,1240,38.23294,-84.88327,14,14,7
"1241","Frederica Street",42301,1241,37.73983,-87.24643,1,14,7
"1242","Georgetown (KY)",40324,1242,38.24786,-84.54956,14,14,7
"1243","Glenmary",40291,1243,38.1275,-85.57823,14,14,7
"1244","Hamburg Place",40509,1244,37.99408,-84.36791,14,14,1
"1245","Highway 54",42303,1245,37.76138,-87.04889,1,14,7
"1246","Hopkinsville",42240,1246,36.88388,-87.46024,1,14,1
"1247","Houston Road",41042,1247,38.98595,-84.64906,14,14,7
"1248","Jefferson Commons",40219,1248,38.13907,-85.68877,14,14,7
"1249","Kentucky Oaks Mall",42001,1249,37.03317,-88.7135,1,14,7
"1250","Louisville Catering & Delivery",40222,1250,38.26436,-85.61173,14,14,7
"1251","Mall Park",42701,1251,37.70502,-85.83881,14,14,1
"1252","Mall Road",41042,1252,38.98595,-84.64906,14,14,7
"1253","Mall St. Matthews",40207,1253,38.26357,-85.65543,14,14,7
"1254","Middletown Commons",40223,1254,38.26153,-85.54328,14,14,7
"1255","Morehead State University",40351,1255,38.19817,-83.4133,14,14,1
"1256","Mulberry St",42701,1256,37.70502,-85.83881,14,14,1
"1257","Murray State University",42071,1257,36.62139,-88.28291,1,1,1
"1258","Nashville Rd at Campbell Lane",42101,1258,37.06552,-86.47809,1,14,1
"1259","Newport Pavilion",41071,1259,39.0732,-84.48211,14,14,7
"1260","Nicholasville Road",40503,1260,38.0047,-84.53434,14,14,1
"1261","Paducah",42001,1261,37.03317,-88.7135,1,14,7
"1262","Palomar",40513,1262,38.01626,-84.60694,14,14,1
"1263","Preston Hwy",40229,1263,38.09074,-85.65597,14,14,7
"1264","Richmond Centre",40475,1264,37.7635,-84.30828,14,14,1
"1265","Richmond Rd at New Circle Rd",40502,1265,38.01376,-84.48189,14,14,1
"1266","Russell Cave Rd",40505,1266,38.06039,-84.45679,14,14,1
"1267","Scottsville Rd",42104,1267,36.87718,-86.45233,1,1,1
"1268","Somerset [KY]",42501,1268,37.06174,-84.44973,14,14,1
"1269","Springhurst",40241,1269,38.30339,-85.5774,14,14,7
"1270","Springs Station",40207,1270,38.26357,-85.65543,14,14,7
"1271","St. Matthews",40207,1271,38.26357,-85.65543,14,14,7
"1272","Stonybrook",40220,1272,38.21535,-85.61794,14,14,7
"1273","Turfland",40504,1273,38.04181,-84.54133,14,14,1
"1274","University of Kentucky",40505,1274,38.06039,-84.45679,14,14,1
"1275","University of Kentucky - The 90",40505,1275,38.06039,-84.45679,14,14,1
"1276","University of Louisville",40208,1276,38.2176,-85.7659,14,14,7
"1277","University of Louisville Medical Center",40202,1277,38.25288,-85.75205,14,14,7
"1278","University of Pikeville",41501,1278,37.50805,-82.5154,12,14,1
"1279","University of the Cumberlands",40769,1279,36.7116,-84.17284,14,1,1
"1280","Western Kentucky University",42101,1280,37.06552,-86.47809,1,14,1
"1281","Acadiana Mall",70503,1281,30.17353,-92.05901,2,2,3
"1282","Airline Highway",70817,1282,30.37558,-90.98026,2,2,3
"1283","Airline Hwy & Severn Ave.",70001,1283,29.98272,-90.16881,2,2,3
"1284","Alexandria Mall",71301,1284,31.27446,-92.46864,2,2,3
"1285","Algiers",70131,1285,29.9081,-89.96044,2,2,3
"1286","Ascension Street",70737,1286,30.22587,-90.92271,2,2,3
"1287","Burbank & Ben Hur",70820,1287,30.36812,-91.18279,2,2,3
"1288","College Drive",70808,1288,30.4057,-91.14236,2,2,3
"1289","Covington - Highway 190",70433,1289,30.46184,-90.13796,2,2,3
"1290","Covington - Highway 21",70433,1290,30.46184,-90.13796,2,2,3
"1291","Denham Springs",70726,1291,30.42994,-90.90361,2,2,3
"1292","East Houma",70363,1292,29.51516,-90.70404,2,2,3
"1293","Gause Blvd.",70458,1293,30.25864,-89.79441,2,2,1
"1294","Gonzales (LA)",70737,1294,30.22587,-90.92271,2,2,3
"1295","Grambling State University",71245,1295,32.52697,-92.7145,17,2,3
"1296","Hammond",70403,1296,30.47989,-90.48639,2,2,3
"1297","Harvey",70058,1297,29.8701,-90.06708,2,2,3
"1298","Houma",70360,1298,29.58396,-90.81001,2,2,3
"1299","I-10 & Carrollton",70119,1299,29.97567,-90.08729,2,2,3
"1300","I-10 at Louisiana Avenue",70501,1300,30.2391,-91.99122,2,2,3
"1301","I-220 & Airline Drive",71111,1301,32.57904,-93.70379,17,4,3
"1302","Jackson & Macarthur",71301,1302,31.27446,-92.46864,2,2,3
"1303","Johnston St. & Ridge Rd.",70503,1303,30.17353,-92.05901,2,2,3
"1304","Kaliste Saloom",70508,1304,30.15627,-92.02913,2,2,3
"1305","Kenner",70062,1305,29.98924,-90.25579,2,2,3
"1306","Lagniappe Village",70560,1306,29.93965,-91.8642,2,2,3
"1307","Lake Charles",70605,1307,30.13048,-93.27418,18,4,3
"1308","Lakeside Shopping Center",70002,1308,30.0102,-90.16241,2,2,3
"1309","LaPlace",70068,1309,30.14113,-90.43502,2,2,3
"1310","Louis Armstrong New Orleans Int'l Airport",70062,1310,29.98924,-90.25579,2,2,3
"1311","Louisiana State University",70803,1311,30.41165,-91.17783,2,2,3
"1312","Louisiana Tech University",71272,1312,32.52928,-92.6517,17,2,3
"1313","LSU Tiger Stadium",70836,1313,30.38758,-91.08357,2,2,3
"1314","Mall of Louisiana",70836,1314,30.38758,-91.08357,2,2,3
"1315","Mandeville",70471,1315,30.407,-90.06346,2,2,3
"1316","Mansfield Road",71118,1316,32.39262,-93.80498,17,4,3
"1317","Marrero",70072,1317,29.83012,-90.12724,2,2,3
"1318","Millerville Road",70816,1318,30.4288,-91.02144,2,2,3
"1319","Natchitoches [LA]",71457,1319,31.74045,-93.09375,17,2,3
"1320","Nicholls State University",70310,1320,29.79048,-90.80301,2,2,3
"1321","Northwestern State University",71457,1321,31.74045,-93.09375,17,2,3
"1322","Opelousas [LA]",70570,1322,30.5315,-92.10852,2,2,3
"1323","Pecanland Mall",71203,1323,32.58398,-92.01351,2,2,3
"1324","Poydras Street In-Line",70113,1324,29.9422,-90.08382,2,2,3
"1325","Ruston",71270,1325,32.49378,-92.64139,17,2,3
"1326","S. Clearview",70121,1326,29.9608,-90.15881,2,2,3
"1327","Siegen Lane",70809,1327,30.39408,-91.07063,2,2,3
"1328","Southeastern Louisiana University - War Memorial",70402,1328,30.51652,-90.46932,2,2,3
"1329","Southern University",70813,1329,30.52777,-91.19742,2,2,3
"1330","Thibodaux",70301,1330,29.81431,-90.7411,2,2,3
"1331","Thomas Road",71291,1331,32.56977,-92.18277,2,2,3
"1332","University of Louisiana Lafayette",70503,1332,30.17353,-92.05901,2,2,3
"1333","University of Louisiana Monroe",71209,1333,32.53036,-92.07206,2,2,3
"1334","University of New Orleans",70148,1334,30.0287,-90.06753,2,2,3
"1335","Veterans Memorial Blvd",70002,1335,30.0102,-90.16241,2,2,3
"1336","West Hammond [LA]",70401,1336,30.5281,-90.45472,2,2,3
"1337","West Monroe Drive-Thru Only",71291,1337,32.56977,-92.18277,2,2,3
"1338","Xavier University",70125,1338,29.95202,-90.10338,2,2,3
"1339","Youree Drive",71105,1339,32.45512,-93.71012,17,4,3
"1340","Attleboro",2703,1340,41.93108,-71.29499,10,9,4
"1341","Burlington Mall",1803,1341,42.5028,-71.20147,10,9,4
"1342","Cape Cod",2601,1342,41.66,-70.29327,10,9,4
"1343","Chicopee",1020,1343,42.17618,-72.56538,10,9,4
"1344","Copley Square In-Line",2116,1344,42.35105,-71.07638,10,9,4
"1345","Dedham",2026,1345,42.24665,-71.1777,10,9,4
"1346","Fall River (MA)",2721,1346,41.67451,-71.14869,10,9,4
"1347","Framingham",1701,1347,42.32195,-71.43796,10,9,4
"1348","Hanover (MA)",2339,1348,42.12241,-70.85665,10,9,4
"1349","Highland Commons (MA)",1749,1349,42.38868,-71.54648,10,9,4
"1350","Marlborough (MA)",1752,1350,42.3494,-71.54681,10,9,4
"1351","Methuen",1844,1351,42.73426,-71.18858,10,9,4
"1352","Northshore Mall",1960,1352,42.53374,-70.97222,10,9,4
"1353","Plymouth",2360,1353,41.87817,-70.63089,10,9,4
"1354","Seekonk",2771,1354,41.83787,-71.31736,10,9,4
"1355","Walpole",2032,1355,42.15489,-71.2155,10,9,4
"1356","Westborough",1581,1356,42.26815,-71.61402,10,9,4
"1357","Westgate Dr & Route 27",2301,1357,42.07791,-71.04223,10,9,4
"1358","Woburn",1801,1358,42.48694,-71.15415,10,9,4
"1359","Worcester",1606,1359,42.31367,-71.79614,10,9,4
"1360","Aberdeen",21001,1360,39.51077,-76.20274,10,9,4
"1361","Annapolis",21401,1361,38.98967,-76.5505,10,9,4
"1362","Annapolis Mall",21401,1362,38.98967,-76.5505,10,9,4
"1363","Anne Arundel Community College",21012,1363,39.04529,-76.49716,10,9,4
"1364","Arundel Mills",21076,1364,39.16856,-76.72239,10,9,4
"1365","Balk Hill",20721,1365,38.92106,-76.78881,10,9,4
"1366","Baltimore-Washington Intl Airport - A/B Core",21240,1366,39.17483,-76.67181,10,9,4
"1367","Bel Air",21014,1367,39.53606,-76.35164,10,9,4
"1368","Bowie",20716,1368,38.92734,-76.71494,10,9,4
"1369","Bowie Marketplace",20715,1369,38.98643,-76.73967,10,9,4
"1370","Brandywine",20613,1370,38.67179,-76.80576,10,9,4
"1371","Cambridge",21613,1371,38.49537,-76.07169,10,9,4
"1372","Canton Crossing",21224,1372,39.28309,-76.54088,10,9,4
"1373","Capital Centre",20774,1373,38.87589,-76.76925,10,9,4
"1374","Capital Plaza",20784,1374,38.95145,-76.89025,10,9,4
"1375","Centre at Glen Burnie",21061,1375,39.16116,-76.63226,10,9,4
"1376","Centre at Salisbury",21801,1376,38.38106,-75.64073,10,9,4
"1377","Charlotte Hall",20622,1377,38.45281,-76.84504,10,9,4
"1378","Clarksville",21029,1378,39.20633,-76.95206,10,9,4
"1379","Columbia Mall (MD)",21044,1379,39.21047,-76.88353,10,9,4
"1380","Constant Friendship",21009,1380,39.47032,-76.29378,10,9,4
"1381","Corridor Market Place",20724,1381,39.08028,-76.79054,10,9,4
"1382","Crofton",21054,1382,39.02624,-76.67083,10,9,4
"1383","District Heights",20747,1383,38.85348,-76.88377,10,9,4
"1384","Dobbin Center",21045,1384,39.20622,-76.82747,10,9,4
"1385","Easton",21601,1385,38.79275,-76.08242,10,9,4
"1386","Eastpoint",21224,1386,39.28309,-76.54088,10,9,4
"1387","Edgewater (MD)",21037,1387,38.91476,-76.54361,10,9,4
"1388","Eldersburg",21784,1388,39.40087,-76.9726,10,9,4
"1389","Elkton",21921,1389,39.62568,-75.85904,10,9,4
"1390","Executive Park Drive",21045,1390,39.20622,-76.82747,10,9,4
"1391","First Colony Center",20619,1391,38.2919,-76.52714,10,9,4
"1392","Forest Hill",21050,1392,39.58569,-76.39228,10,9,4
"1393","Foundry Row",21117,1393,39.42719,-76.77795,10,9,4
"1394","Frederick",21704,1394,39.3506,-77.3735,10,9,4
"1395","Frederick North",21701,1395,39.44729,-77.33512,10,9,4
"1396","Frostburg State University",21532,1396,39.65559,-78.96025,10,9,4
"1397","Gaithersburg",20879,1397,39.16992,-77.17416,10,9,4
"1398","Germantown Town Center",20874,1398,39.1291,-77.29721,10,9,4
"1399","Hagerstown",21740,1399,39.63233,-77.73902,10,9,4
"1400","Hunt Valley Towne Centre",21030,1400,39.49002,-76.6659,10,9,4
"1401","Ingleside",21228,1401,39.27272,-76.74687,10,9,4
"1402","Inner Harbor In-Line",21202,1402,39.29705,-76.60747,10,9,4
"1403","Johns Hopkins Road",20723,1403,39.13664,-76.86647,10,9,4
"1404","Joppa Road",21234,1404,39.395,-76.53252,10,9,4
"1405","Kent Island",21619,1405,38.95285,-76.27939,10,9,4
"1406","Kentlands Square In-Line",20878,1406,39.11376,-77.24781,10,9,4
"1407","La Plata",20646,1407,38.52114,-76.99989,10,9,4
"1408","La Vale",21502,1408,39.64143,-78.75609,10,9,4
"1409","Lansdowne Station",21227,1409,39.24024,-76.67913,10,9,4
"1410","Laurel",20707,1410,39.09563,-76.8842,10,9,4
"1411","Linthicum",21090,1411,39.20919,-76.66796,10,9,4
"1412","Little Blue Menu - College Park (MD)",20740,1412,39.00193,-76.93096,10,9,4
"1413","Martin Plaza",21220,1413,39.345,-76.3966,10,9,4
"1414","Montrose Crossing",20852,1414,39.05134,-77.12507,10,9,4
"1415","Morgan State University",21251,1415,39.34993,-76.58027,10,9,4
"1416","North Pointe Plaza (MD)",21801,1416,38.38106,-75.64073,10,9,4
"1417","Nottingham Square",21236,1417,39.38789,-76.48552,10,9,4
"1418","Olney",20832,1418,39.15134,-77.07331,10,9,4
"1419","Owings Mills Square",21117,1419,39.42719,-76.77795,10,9,4
"1420","Pasadena Crossroads",21122,1420,39.11631,-76.49941,10,9,4
"1421","Perry Hall Shopping Center",21236,1421,39.38789,-76.48552,10,9,4
"1422","Prince Frederick",20678,1422,38.52164,-76.60072,10,9,4
"1423","Quarterfield Crossing",21144,1423,39.12058,-76.67767,10,9,4
"1424","Queen City Centre",21502,1424,39.64143,-78.75609,10,9,4
"1425","Reisterstown",21136,1425,39.48851,-76.80888,10,9,4
"1426","Ridgeside Drive",21771,1426,39.3955,-77.15869,10,9,4
"1427","Rockville Research Row",20850,1427,39.0908,-77.1809,10,9,4
"1428","Salisbury University",21801,1428,38.38106,-75.64073,10,9,4
"1429","Security Square",21244,1429,39.3342,-76.78217,10,9,4
"1430","Severna Park",21146,1430,39.07737,-76.55613,10,9,4
"1431","Sharpsburg Pike",21740,1431,39.63233,-77.73902,10,9,4
"1432","Silver Spring In-Line",20910,1432,39.00227,-77.03634,10,9,4
"1433","Smallwood Drive",20603,1433,38.62972,-76.97473,10,9,4
"1434","Steeplechase",20743,1434,38.88372,-76.89362,10,9,4
"1435","Tech Rd. Silver Spring",20904,1435,39.06608,-76.97918,10,9,4
"1436","Towson Place",21286,1436,39.41374,-76.57375,10,9,4
"1437","Towson Town Center",21204,1437,39.40353,-76.63024,10,9,4
"1438","Towson University",21252,1438,39.39413,-76.61144,10,9,4
"1439","University of Maryland- Baltimore County",21250,1439,39.25558,-76.71117,10,9,4
"1440","University of Maryland-College Park",20742,1440,38.99422,-76.94347,10,9,4
"1441","Vista Gardens Marketplace",20720,1441,38.9971,-76.78588,10,9,4
"1442","Waldorf",20603,1442,38.62972,-76.97473,10,9,4
"1443","Waugh Chapel",21054,1443,39.02624,-76.67083,10,9,4
"1444","West Ocean City",21842,1444,38.3778,-75.09084,10,9,4
"1445","Westfield Montgomery Mall (MD)",20817,1445,38.99809,-77.14919,10,9,4
"1446","Westminster",21157,1446,39.54889,-76.98162,10,9,4
"1447","White Marsh Mall",21236,1447,39.38789,-76.48552,10,9,4
"1448","Woodyard Landing",20735,1448,38.75034,-76.90566,10,9,4
"1449","York Road",21030,1449,39.49002,-76.6659,10,9,4
"1450","Bangor",4401,1450,44.84711,-68.84654,10,9,4
"1451","Rock Row",4092,1451,43.69542,-70.35389,10,9,4
"1452","28th & Beltline",49546,1452,42.92815,-85.53629,14,14,7
"1453","54th and 131",49509,1453,42.89773,-85.69299,14,14,7
"1454","Allen Park (MI)",48101,1454,42.25976,-83.21067,14,14,7
"1455","Alpine Avenue (MI)",49544,1455,43.04591,-85.7417,14,14,7
"1456","Auburn Hills (MI)",48326,1456,42.67536,-83.2531,14,14,7
"1457","Battle Creek (MI)",49014,1457,42.30996,-85.10711,14,14,7
"1458","Benton Harbor (MI)",49022,1458,42.11434,-86.3675,14,14,7
"1459","Cascade (MI)",49512,1459,42.8821,-85.54764,14,14,7
"1460","Chesterfield Township (MI)",48051,1460,42.69067,-82.82582,14,14,7
"1461","Detroit Medical Center",48201,1461,42.34706,-83.06009,14,14,7
"1462","Detroit Metropolitan Airport",48242,1462,42.21258,-83.35203,14,14,7
"1463","Detroit Metropolitan Airport-North Terminal",48242,1463,42.21258,-83.35203,14,14,7
"1464","Eastern Michigan University",48197,1464,42.1973,-83.62903,14,14,7
"1465","Fort Gratiot (MI)",48059,1465,43.08253,-82.49913,14,14,7
"1466","Grand Rapids South",49508,1466,42.87459,-85.62586,14,14,7
"1467","Holland",49424,1467,42.84269,-86.12431,14,14,7
"1468","I-75 & Miller Road (MI)",48507,1468,42.96498,-83.71687,14,14,7
"1469","Jackson (MI)",49202,1469,42.26737,-84.4107,14,14,7
"1470","Kalamazoo Main Street (MI)",49006,1470,42.29539,-85.6291,14,14,7
"1471","Lansing",48917,1471,42.72509,-84.63897,14,14,7
"1472","Livonia (MI)",48150,1472,42.36859,-83.37261,14,14,7
"1473","Monroe (MI)",48162,1473,41.96045,-83.43503,14,14,7
"1474","Northville (MI)",48167,1474,42.43455,-83.5313,14,14,7
"1475","Norton Shores (MI)",49444,1475,43.17671,-86.19892,14,14,7
"1476","Okemos",48864,1476,42.70215,-84.40902,14,14,7
"1477","Roseville (MI)",48066,1477,42.50735,-82.93697,14,14,7
"1478","Shelby Township (MI)",48315,1478,42.67254,-82.9963,14,14,7
"1479","Somerset Collection North",48084,1479,42.56065,-83.17559,14,14,7
"1480","Southfield (MI)",48034,1480,42.49689,-83.29102,14,14,7
"1481","Taylor (MI)",48180,1481,42.22605,-83.26881,14,14,7
"1482","Tittabawassee Road - Saginaw (MI)",48604,1482,43.49749,-83.95887,14,14,7
"1483","Traverse City (MI)",49684,1483,44.80191,-85.70549,14,14,7
"1484","Twelve Oaks (MI)",48377,1484,42.50646,-83.4727,14,14,7
"1485","Walker (MI)",49534,1485,42.97106,-85.78834,14,14,7
"1486","Westnedge",49002,1486,42.19867,-85.55906,14,14,7
"1487","Woodhaven (MI)",48183,1487,42.1361,-83.22045,14,14,7
"1488","Apple Valley",55124,1488,44.74566,-93.20042,4,13,7
"1489","Arden Hills (MN)",55126,1489,45.08614,-93.13581,4,13,7
"1490","Blaine Hwy 65",55434,1490,45.1681,-93.25069,4,13,7
"1491","Bloomington (MN)",55431,1491,44.82607,-93.31195,4,13,7
"1492","Brooklyn Park (MN)",55443,1492,45.11894,-93.33802,4,13,7
"1493","Burnsville  (MN)",55337,1493,44.77673,-93.27491,4,13,7
"1494","Chanhassen",55317,1494,44.85711,-93.55096,4,13,7
"1495","Coon Rapids at Riverdale",55448,1495,45.1908,-93.30209,4,13,7
"1496","Crossroads Center",56301,1496,45.48718,-94.24307,4,13,7
"1497","Duluth (MN)",55811,1497,46.83767,-92.21993,19,13,7
